asset_id,variant,file,has_manifest,manifest_file
A076,platform_strip,A076__platform_strip.jpg,1,A076.manifest.json
A077,original,A077__original.jpg,1,A077.manifest.json
A077,recompress_q40,A077__recompress_q40.jpg,1,A077.manifest.json
A077,crop_10pct,A077__crop_10pct.jpg,1,A077.manifest.json
A077,resize_640,A077__resize_640.jpg,1,A077.manifest.json
A077,screenshot_sim,A077__screenshot_sim.jpg,1,A077.manifest.json
A077,platform_strip,A077__platform_strip.jpg,1,A077.manifest.json
A078,original,A078__original.jpg,1,A078.manifest.json
A078,recompress_q40,A078__recompress_q40.jpg,1,A078.manifest.json
A078,crop_10pct,A078__crop_10pct.jpg,1,A078.manifest.json
A078,resize_640,A078__resize_640.jpg,1,A078.manifest.json
A078,screenshot_sim,A078__screenshot_sim.jpg,1,A078.manifest.json
A078,platform_strip,A078__platform_strip.jpg,1,A078.manifest.json
A079,original,A079__original.jpg,1,A079.manifest.json
A079,recompress_q40,A079__recompress_q40.jpg,1,A079.manifest.json
A079,crop_10pct,A079__crop_10pct.jpg,1,A079.manifest.json
A079,resize_640,A079__resize_640.jpg,1,A079.manifest.json
A079,screenshot_sim,A079__screenshot_sim.jpg,1,A079.manifest.json
A079,platform_strip,A079__platform_strip.jpg,1,A079.manifest.json
A080,original,A080__original.jpg,1,A080.manifest.json
A080,recompress_q40,A080__recompress_q40.jpg,1,A080.manifest.json
A080,crop_10pct,A080__crop_10pct.jpg,1,A080.manifest.json
A080,resize_640,A080__resize_640.jpg,1,A080.manifest.json
A080,screenshot_sim,A080__screenshot_sim.jpg,1,A080.manifest.json
A080,platform_strip,A080__platform_strip.jpg,1,A080.manifest.json
A081,original,A081__original.jpg,1,A081.manifest.json
A081,recompress_q40,A081__recompress_q40.jpg,1,A081.manifest.json
A081,crop_10pct,A081__crop_10pct.jpg,1,A081.manifest.json
A081,resize_640,A081__resize_640.jpg,1,A081.manifest.json
A081,screenshot_sim,A081__screenshot_sim.jpg,1,A081.manifest.json
A081,platform_strip,A081__platform_strip.jpg,1,A081.manifest.json
A082,original,A082__original.jpg,1,A082.manifest.json
A082,recompress_q40,A082__recompress_q40.jpg,1,A082.manifest.json
A082,crop_10pct,A082__crop_10pct.jpg,1,A082.manifest.json
A082,resize_640,A082__resize_640.jpg,1,A082.manifest.json
A082,screenshot_sim,A082__screenshot_sim.jpg,1,A082.manifest.json
A082,platform_strip,A082__platform_strip.jpg,1,A082.manifest.json
A083,original,A083__original.jpg,0,
A083,recompress_q40,A083__recompress_q40.jpg,0,
A083,crop_10pct,A083__crop_10pct.jpg,0,
A083,resize_640,A083__resize_640.jpg,0,
A083,screenshot_sim,A083__screenshot_sim.jpg,0,
A083,platform_strip,A083__platform_strip.jpg,0,
