asset_id,variant,file,category,issuer,issuer_trusted,hard_binding_intact,soft_binding_hamming,pixels_tampered_after_signing,depicts_staged_scene,is_generated,correct_verdict
A039,crop_10pct,A039__crop_10pct.jpg,signed_edit_declared,northcam,1,0,18,0,0,0,credential_valid_edits_disclosed
A039,resize_640,A039__resize_640.jpg,signed_edit_declared,northcam,1,0,0,0,0,0,credential_valid_edits_disclosed
A039,screenshot_sim,A039__screenshot_sim.jpg,signed_edit_declared,northcam,1,0,10,0,0,0,credential_valid_edits_disclosed
A039,platform_strip,A039__platform_strip.jpg,signed_edit_declared,northcam,1,0,0,0,0,0,credential_valid_edits_disclosed
A040,original,A040__original.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A040,recompress_q40,A040__recompress_q40.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A040,crop_10pct,A040__crop_10pct.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A040,resize_640,A040__resize_640.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A040,screenshot_sim,A040__screenshot_sim.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A040,platform_strip,A040__platform_strip.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A041,original,A041__original.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A041,recompress_q40,A041__recompress_q40.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A041,crop_10pct,A041__crop_10pct.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A041,resize_640,A041__resize_640.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A041,screenshot_sim,A041__screenshot_sim.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A041,platform_strip,A041__platform_strip.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A042,original,A042__original.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A042,recompress_q40,A042__recompress_q40.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A042,crop_10pct,A042__crop_10pct.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A042,resize_640,A042__resize_640.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A042,screenshot_sim,A042__screenshot_sim.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A042,platform_strip,A042__platform_strip.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A043,original,A043__original.jpg,signed_authentic,northcam,1,1,0,0,0,0,credential_valid_origin_confirmed
A043,recompress_q40,A043__recompress_q40.jpg,signed_authentic,northcam,1,0,0,0,0,0,credential_valid_origin_confirmed
A043,crop_10pct,A043__crop_10pct.jpg,signed_authentic,northcam,1,0,20,0,0,0,credential_valid_origin_confirmed
A043,resize_640,A043__resize_640.jpg,signed_authentic,northcam,1,0,0,0,0,0,credential_valid_origin_confirmed
A043,screenshot_sim,A043__screenshot_sim.jpg,signed_authentic,northcam,1,0,10,0,0,0,credential_valid_origin_confirmed
A043,platform_strip,A043__platform_strip.jpg,signed_authentic,northcam,1,0,2,0,0,0,credential_valid_origin_confirmed
A044,original,A044__original.jpg,signed_tampered_undeclared,northcam,1,0,10,1,0,0,credential_broken_content_altered
A044,recompress_q40,A044__recompress_q40.jpg,signed_tampered_undeclared,northcam,1,0,10,1,0,0,credential_broken_content_altered
A044,crop_10pct,A044__crop_10pct.jpg,signed_tampered_undeclared,northcam,1,0,20,1,0,0,credential_broken_content_altered
A044,resize_640,A044__resize_640.jpg,signed_tampered_undeclared,northcam,1,0,10,1,0,0,credential_broken_content_altered
A044,screenshot_sim,A044__screenshot_sim.jpg,signed_tampered_undeclared,northcam,1,0,14,1,0,0,credential_broken_content_altered
A044,platform_strip,A044__platform_strip.jpg,signed_tampered_undeclared,northcam,1,0,10,1,0,0,credential_broken_content_altered
A045,original,A045__original.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A045,recompress_q40,A045__recompress_q40.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A045,crop_10pct,A045__crop_10pct.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A045,resize_640,A045__resize_640.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A045,screenshot_sim,A045__screenshot_sim.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A045,platform_strip,A045__platform_strip.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A046,original,A046__original.jpg,signed_staged_scene,northcam,1,1,0,0,1,0,credential_valid_but_scene_staged
A046,recompress_q40,A046__recompress_q40.jpg,signed_staged_scene,northcam,1,0,2,0,1,0,credential_valid_but_scene_staged
A046,crop_10pct,A046__crop_10pct.jpg,signed_staged_scene,northcam,1,0,30,0,1,0,credential_valid_but_scene_staged
A046,resize_640,A046__resize_640.jpg,signed_staged_scene,northcam,1,0,0,0,1,0,credential_valid_but_scene_staged
A046,screenshot_sim,A046__screenshot_sim.jpg,signed_staged_scene,northcam,1,0,12,0,1,0,credential_valid_but_scene_staged
A046,platform_strip,A046__platform_strip.jpg,signed_staged_scene,northcam,1,0,2,0,1,0,credential_valid_but_scene_staged
A047,original,A047__original.jpg,signed_staged_scene,northcam,1,1,0,0,1,0,credential_valid_but_scene_staged
A047,recompress_q40,A047__recompress_q40.jpg,signed_staged_scene,northcam,1,0,2,0,1,0,credential_valid_but_scene_staged
A047,crop_10pct,A047__crop_10pct.jpg,signed_staged_scene,northcam,1,0,30,0,1,0,credential_valid_but_scene_staged
A047,resize_640,A047__resize_640.jpg,signed_staged_scene,northcam,1,0,2,0,1,0,credential_valid_but_scene_staged
A047,screenshot_sim,A047__screenshot_sim.jpg,signed_staged_scene,northcam,1,0,12,0,1,0,credential_valid_but_scene_staged
A047,platform_strip,A047__platform_strip.jpg,signed_staged_scene,northcam,1,0,2,0,1,0,credential_valid_but_scene_staged
A048,original,A048__original.jpg,signed_staged_scene,northcam,1,1,0,0,1,0,credential_valid_but_scene_staged
A048,recompress_q40,A048__recompress_q40.jpg,signed_staged_scene,northcam,1,0,2,0,1,0,credential_valid_but_scene_staged
A048,crop_10pct,A048__crop_10pct.jpg,signed_staged_scene,northcam,1,0,24,0,1,0,credential_valid_but_scene_staged
A048,resize_640,A048__resize_640.jpg,signed_staged_scene,northcam,1,0,0,0,1,0,credential_valid_but_scene_staged
A048,screenshot_sim,A048__screenshot_sim.jpg,signed_staged_scene,northcam,1,0,12,0,1,0,credential_valid_but_scene_staged
A048,platform_strip,A048__platform_strip.jpg,signed_staged_scene,northcam,1,0,0,0,1,0,credential_valid_but_scene_staged
A049,original,A049__original.jpg,signed_staged_scene,northcam,1,1,0,0,1,0,credential_valid_but_scene_staged
A049,recompress_q40,A049__recompress_q40.jpg,signed_staged_scene,northcam,1,0,2,0,1,0,credential_valid_but_scene_staged
A049,crop_10pct,A049__crop_10pct.jpg,signed_staged_scene,northcam,1,0,28,0,1,0,credential_valid_but_scene_staged
A049,resize_640,A049__resize_640.jpg,signed_staged_scene,northcam,1,0,0,0,1,0,credential_valid_but_scene_staged
A049,screenshot_sim,A049__screenshot_sim.jpg,signed_staged_scene,northcam,1,0,8,0,1,0,credential_valid_but_scene_staged
A049,platform_strip,A049__platform_strip.jpg,signed_staged_scene,northcam,1,0,0,0,1,0,credential_valid_but_scene_staged
A050,original,A050__original.jpg,signed_authentic,northcam,1,1,0,0,0,0,credential_valid_origin_confirmed
A050,recompress_q40,A050__recompress_q40.jpg,signed_authentic,northcam,1,0,0,0,0,0,credential_valid_origin_confirmed
A050,crop_10pct,A050__crop_10pct.jpg,signed_authentic,northcam,1,0,28,0,0,0,credential_valid_origin_confirmed
A050,resize_640,A050__resize_640.jpg,signed_authentic,northcam,1,0,0,0,0,0,credential_valid_origin_confirmed
A050,screenshot_sim,A050__screenshot_sim.jpg,signed_authentic,northcam,1,0,14,0,0,0,credential_valid_origin_confirmed
A050,platform_strip,A050__platform_strip.jpg,signed_authentic,northcam,1,0,0,0,0,0,credential_valid_origin_confirmed
A051,original,A051__original.jpg,signed_edit_declared,northcam,1,1,0,0,0,0,credential_valid_edits_disclosed
A051,recompress_q40,A051__recompress_q40.jpg,signed_edit_declared,northcam,1,0,0,0,0,0,credential_valid_edits_disclosed
A051,crop_10pct,A051__crop_10pct.jpg,signed_edit_declared,northcam,1,0,20,0,0,0,credential_valid_edits_disclosed
A051,resize_640,A051__resize_640.jpg,signed_edit_declared,northcam,1,0,2,0,0,0,credential_valid_edits_disclosed
A051,screenshot_sim,A051__screenshot_sim.jpg,signed_edit_declared,northcam,1,0,12,0,0,0,credential_valid_edits_disclosed
A051,platform_strip,A051__platform_strip.jpg,signed_edit_declared,northcam,1,0,0,0,0,0,credential_valid_edits_disclosed
A052,original,A052__original.jpg,signed_edit_declared,northcam,1,1,0,0,0,0,credential_valid_edits_disclosed
A052,recompress_q40,A052__recompress_q40.jpg,signed_edit_declared,northcam,1,0,0,0,0,0,credential_valid_edits_disclosed
A052,crop_10pct,A052__crop_10pct.jpg,signed_edit_declared,northcam,1,0,20,0,0,0,credential_valid_edits_disclosed
A052,resize_640,A052__resize_640.jpg,signed_edit_declared,northcam,1,0,2,0,0,0,credential_valid_edits_disclosed
A052,screenshot_sim,A052__screenshot_sim.jpg,signed_edit_declared,northcam,1,0,12,0,0,0,credential_valid_edits_disclosed
A052,platform_strip,A052__platform_strip.jpg,signed_edit_declared,northcam,1,0,0,0,0,0,credential_valid_edits_disclosed
A053,original,A053__original.jpg,signed_authentic,northcam,1,1,0,0,0,0,credential_valid_origin_confirmed
A053,recompress_q40,A053__recompress_q40.jpg,signed_authentic,northcam,1,0,0,0,0,0,credential_valid_origin_confirmed
A053,crop_10pct,A053__crop_10pct.jpg,signed_authentic,northcam,1,0,28,0,0,0,credential_valid_origin_confirmed
A053,resize_640,A053__resize_640.jpg,signed_authentic,northcam,1,0,0,0,0,0,credential_valid_origin_confirmed
A053,screenshot_sim,A053__screenshot_sim.jpg,signed_authentic,northcam,1,0,10,0,0,0,credential_valid_origin_confirmed
A053,platform_strip,A053__platform_strip.jpg,signed_authentic,northcam,1,0,2,0,0,0,credential_valid_origin_confirmed
A054,original,A054__original.jpg,signed_edit_declared,northcam,1,1,0,0,0,0,credential_valid_edits_disclosed
A054,recompress_q40,A054__recompress_q40.jpg,signed_edit_declared,northcam,1,0,0,0,0,0,credential_valid_edits_disclosed
A054,crop_10pct,A054__crop_10pct.jpg,signed_edit_declared,northcam,1,0,22,0,0,0,credential_valid_edits_disclosed
A054,resize_640,A054__resize_640.jpg,signed_edit_declared,northcam,1,0,0,0,0,0,credential_valid_edits_disclosed
A054,screenshot_sim,A054__screenshot_sim.jpg,signed_edit_declared,northcam,1,0,8,0,0,0,credential_valid_edits_disclosed
A054,platform_strip,A054__platform_strip.jpg,signed_edit_declared,northcam,1,0,0,0,0,0,credential_valid_edits_disclosed
A055,original,A055__original.jpg,signed_untrusted_issuer,ghostsign,0,1,0,0,0,0,signature_valid_issuer_not_trusted
A055,recompress_q40,A055__recompress_q40.jpg,signed_untrusted_issuer,ghostsign,0,0,0,0,0,0,signature_valid_issuer_not_trusted
A055,crop_10pct,A055__crop_10pct.jpg,signed_untrusted_issuer,ghostsign,0,0,22,0,0,0,signature_valid_issuer_not_trusted
A055,resize_640,A055__resize_640.jpg,signed_untrusted_issuer,ghostsign,0,0,0,0,0,0,signature_valid_issuer_not_trusted
A055,screenshot_sim,A055__screenshot_sim.jpg,signed_untrusted_issuer,ghostsign,0,0,10,0,0,0,signature_valid_issuer_not_trusted
A055,platform_strip,A055__platform_strip.jpg,signed_untrusted_issuer,ghostsign,0,0,0,0,0,0,signature_valid_issuer_not_trusted
A056,original,A056__original.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A056,recompress_q40,A056__recompress_q40.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A056,crop_10pct,A056__crop_10pct.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A056,resize_640,A056__resize_640.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A056,screenshot_sim,A056__screenshot_sim.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A056,platform_strip,A056__platform_strip.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A057,original,A057__original.jpg,signed_edit_declared,northcam,1,1,0,0,0,0,credential_valid_edits_disclosed
A057,recompress_q40,A057__recompress_q40.jpg,signed_edit_declared,northcam,1,0,0,0,0,0,credential_valid_edits_disclosed
A057,crop_10pct,A057__crop_10pct.jpg,signed_edit_declared,northcam,1,0,26,0,0,0,credential_valid_edits_disclosed
A057,resize_640,A057__resize_640.jpg,signed_edit_declared,northcam,1,0,0,0,0,0,credential_valid_edits_disclosed
A057,screenshot_sim,A057__screenshot_sim.jpg,signed_edit_declared,northcam,1,0,14,0,0,0,credential_valid_edits_disclosed
A057,platform_strip,A057__platform_strip.jpg,signed_edit_declared,northcam,1,0,0,0,0,0,credential_valid_edits_disclosed
A058,original,A058__original.jpg,signed_staged_scene,northcam,1,1,0,0,1,0,credential_valid_but_scene_staged
A058,recompress_q40,A058__recompress_q40.jpg,signed_staged_scene,northcam,1,0,0,0,1,0,credential_valid_but_scene_staged
A058,crop_10pct,A058__crop_10pct.jpg,signed_staged_scene,northcam,1,0,26,0,1,0,credential_valid_but_scene_staged
A058,resize_640,A058__resize_640.jpg,signed_staged_scene,northcam,1,0,2,0,1,0,credential_valid_but_scene_staged
A058,screenshot_sim,A058__screenshot_sim.jpg,signed_staged_scene,northcam,1,0,14,0,1,0,credential_valid_but_scene_staged
A058,platform_strip,A058__platform_strip.jpg,signed_staged_scene,northcam,1,0,0,0,1,0,credential_valid_but_scene_staged
A059,original,A059__original.jpg,signed_authentic,northcam,1,1,0,0,0,0,credential_valid_origin_confirmed
A059,recompress_q40,A059__recompress_q40.jpg,signed_authentic,northcam,1,0,2,0,0,0,credential_valid_origin_confirmed
A059,crop_10pct,A059__crop_10pct.jpg,signed_authentic,northcam,1,0,22,0,0,0,credential_valid_origin_confirmed
A059,resize_640,A059__resize_640.jpg,signed_authentic,northcam,1,0,0,0,0,0,credential_valid_origin_confirmed
A059,screenshot_sim,A059__screenshot_sim.jpg,signed_authentic,northcam,1,0,8,0,0,0,credential_valid_origin_confirmed
A059,platform_strip,A059__platform_strip.jpg,signed_authentic,northcam,1,0,0,0,0,0,credential_valid_origin_confirmed
A060,original,A060__original.jpg,signed_staged_scene,northcam,1,1,0,0,1,0,credential_valid_but_scene_staged
A060,recompress_q40,A060__recompress_q40.jpg,signed_staged_scene,northcam,1,0,0,0,1,0,credential_valid_but_scene_staged
A060,crop_10pct,A060__crop_10pct.jpg,signed_staged_scene,northcam,1,0,22,0,1,0,credential_valid_but_scene_staged
A060,resize_640,A060__resize_640.jpg,signed_staged_scene,northcam,1,0,0,0,1,0,credential_valid_but_scene_staged
A060,screenshot_sim,A060__screenshot_sim.jpg,signed_staged_scene,northcam,1,0,14,0,1,0,credential_valid_but_scene_staged
A060,platform_strip,A060__platform_strip.jpg,signed_staged_scene,northcam,1,0,0,0,1,0,credential_valid_but_scene_staged
A061,original,A061__original.jpg,signed_edit_declared,northcam,1,1,0,0,0,0,credential_valid_edits_disclosed
A061,recompress_q40,A061__recompress_q40.jpg,signed_edit_declared,northcam,1,0,0,0,0,0,credential_valid_edits_disclosed
A061,crop_10pct,A061__crop_10pct.jpg,signed_edit_declared,northcam,1,0,28,0,0,0,credential_valid_edits_disclosed
A061,resize_640,A061__resize_640.jpg,signed_edit_declared,northcam,1,0,0,0,0,0,credential_valid_edits_disclosed
A061,screenshot_sim,A061__screenshot_sim.jpg,signed_edit_declared,northcam,1,0,6,0,0,0,credential_valid_edits_disclosed
A061,platform_strip,A061__platform_strip.jpg,signed_edit_declared,northcam,1,0,0,0,0,0,credential_valid_edits_disclosed
A062,original,A062__original.jpg,signed_authentic,northcam,1,1,0,0,0,0,credential_valid_origin_confirmed
A062,recompress_q40,A062__recompress_q40.jpg,signed_authentic,northcam,1,0,0,0,0,0,credential_valid_origin_confirmed
A062,crop_10pct,A062__crop_10pct.jpg,signed_authentic,northcam,1,0,20,0,0,0,credential_valid_origin_confirmed
A062,resize_640,A062__resize_640.jpg,signed_authentic,northcam,1,0,0,0,0,0,credential_valid_origin_confirmed
A062,screenshot_sim,A062__screenshot_sim.jpg,signed_authentic,northcam,1,0,10,0,0,0,credential_valid_origin_confirmed
A062,platform_strip,A062__platform_strip.jpg,signed_authentic,northcam,1,0,0,0,0,0,credential_valid_origin_confirmed
A063,original,A063__original.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A063,recompress_q40,A063__recompress_q40.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A063,crop_10pct,A063__crop_10pct.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A063,resize_640,A063__resize_640.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A063,screenshot_sim,A063__screenshot_sim.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A063,platform_strip,A063__platform_strip.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A064,original,A064__original.jpg,signed_untrusted_issuer,ghostsign,0,1,0,0,0,0,signature_valid_issuer_not_trusted
A064,recompress_q40,A064__recompress_q40.jpg,signed_untrusted_issuer,ghostsign,0,0,2,0,0,0,signature_valid_issuer_not_trusted
A064,crop_10pct,A064__crop_10pct.jpg,signed_untrusted_issuer,ghostsign,0,0,26,0,0,0,signature_valid_issuer_not_trusted
A064,resize_640,A064__resize_640.jpg,signed_untrusted_issuer,ghostsign,0,0,2,0,0,0,signature_valid_issuer_not_trusted
A064,screenshot_sim,A064__screenshot_sim.jpg,signed_untrusted_issuer,ghostsign,0,0,10,0,0,0,signature_valid_issuer_not_trusted
A064,platform_strip,A064__platform_strip.jpg,signed_untrusted_issuer,ghostsign,0,0,0,0,0,0,signature_valid_issuer_not_trusted
A065,original,A065__original.jpg,signed_staged_scene,northcam,1,1,0,0,1,0,credential_valid_but_scene_staged
A065,recompress_q40,A065__recompress_q40.jpg,signed_staged_scene,northcam,1,0,2,0,1,0,credential_valid_but_scene_staged
A065,crop_10pct,A065__crop_10pct.jpg,signed_staged_scene,northcam,1,0,20,0,1,0,credential_valid_but_scene_staged
A065,resize_640,A065__resize_640.jpg,signed_staged_scene,northcam,1,0,0,0,1,0,credential_valid_but_scene_staged
A065,screenshot_sim,A065__screenshot_sim.jpg,signed_staged_scene,northcam,1,0,12,0,1,0,credential_valid_but_scene_staged
A065,platform_strip,A065__platform_strip.jpg,signed_staged_scene,northcam,1,0,0,0,1,0,credential_valid_but_scene_staged
A066,original,A066__original.jpg,signed_tampered_undeclared,northcam,1,0,14,1,0,0,credential_broken_content_altered
A066,recompress_q40,A066__recompress_q40.jpg,signed_tampered_undeclared,northcam,1,0,14,1,0,0,credential_broken_content_altered
A066,crop_10pct,A066__crop_10pct.jpg,signed_tampered_undeclared,northcam,1,0,26,1,0,0,credential_broken_content_altered
A066,resize_640,A066__resize_640.jpg,signed_tampered_undeclared,northcam,1,0,14,1,0,0,credential_broken_content_altered
A066,screenshot_sim,A066__screenshot_sim.jpg,signed_tampered_undeclared,northcam,1,0,20,1,0,0,credential_broken_content_altered
A066,platform_strip,A066__platform_strip.jpg,signed_tampered_undeclared,northcam,1,0,14,1,0,0,credential_broken_content_altered
A067,original,A067__original.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A067,recompress_q40,A067__recompress_q40.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A067,crop_10pct,A067__crop_10pct.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A067,resize_640,A067__resize_640.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A067,screenshot_sim,A067__screenshot_sim.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A067,platform_strip,A067__platform_strip.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A068,original,A068__original.jpg,signed_edit_declared,northcam,1,1,0,0,0,0,credential_valid_edits_disclosed
A068,recompress_q40,A068__recompress_q40.jpg,signed_edit_declared,northcam,1,0,0,0,0,0,credential_valid_edits_disclosed
A068,crop_10pct,A068__crop_10pct.jpg,signed_edit_declared,northcam,1,0,14,0,0,0,credential_valid_edits_disclosed
A068,resize_640,A068__resize_640.jpg,signed_edit_declared,northcam,1,0,0,0,0,0,credential_valid_edits_disclosed
A068,screenshot_sim,A068__screenshot_sim.jpg,signed_edit_declared,northcam,1,0,8,0,0,0,credential_valid_edits_disclosed
A068,platform_strip,A068__platform_strip.jpg,signed_edit_declared,northcam,1,0,0,0,0,0,credential_valid_edits_disclosed
A069,original,A069__original.jpg,signed_authentic,northcam,1,1,0,0,0,0,credential_valid_origin_confirmed
A069,recompress_q40,A069__recompress_q40.jpg,signed_authentic,northcam,1,0,0,0,0,0,credential_valid_origin_confirmed
A069,crop_10pct,A069__crop_10pct.jpg,signed_authentic,northcam,1,0,24,0,0,0,credential_valid_origin_confirmed
A069,resize_640,A069__resize_640.jpg,signed_authentic,northcam,1,0,0,0,0,0,credential_valid_origin_confirmed
A069,screenshot_sim,A069__screenshot_sim.jpg,signed_authentic,northcam,1,0,14,0,0,0,credential_valid_origin_confirmed
A069,platform_strip,A069__platform_strip.jpg,signed_authentic,northcam,1,0,0,0,0,0,credential_valid_origin_confirmed
A070,original,A070__original.jpg,signed_untrusted_issuer,ghostsign,0,1,0,0,0,0,signature_valid_issuer_not_trusted
A070,recompress_q40,A070__recompress_q40.jpg,signed_untrusted_issuer,ghostsign,0,0,2,0,0,0,signature_valid_issuer_not_trusted
A070,crop_10pct,A070__crop_10pct.jpg,signed_untrusted_issuer,ghostsign,0,0,22,0,0,0,signature_valid_issuer_not_trusted
A070,resize_640,A070__resize_640.jpg,signed_untrusted_issuer,ghostsign,0,0,0,0,0,0,signature_valid_issuer_not_trusted
A070,screenshot_sim,A070__screenshot_sim.jpg,signed_untrusted_issuer,ghostsign,0,0,14,0,0,0,signature_valid_issuer_not_trusted
A070,platform_strip,A070__platform_strip.jpg,signed_untrusted_issuer,ghostsign,0,0,0,0,0,0,signature_valid_issuer_not_trusted
A071,original,A071__original.jpg,signed_edit_declared,northcam,1,1,0,0,0,0,credential_valid_edits_disclosed
A071,recompress_q40,A071__recompress_q40.jpg,signed_edit_declared,northcam,1,0,0,0,0,0,credential_valid_edits_disclosed
A071,crop_10pct,A071__crop_10pct.jpg,signed_edit_declared,northcam,1,0,24,0,0,0,credential_valid_edits_disclosed
A071,resize_640,A071__resize_640.jpg,signed_edit_declared,northcam,1,0,0,0,0,0,credential_valid_edits_disclosed
A071,screenshot_sim,A071__screenshot_sim.jpg,signed_edit_declared,northcam,1,0,8,0,0,0,credential_valid_edits_disclosed
A071,platform_strip,A071__platform_strip.jpg,signed_edit_declared,northcam,1,0,0,0,0,0,credential_valid_edits_disclosed
A072,original,A072__original.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A072,recompress_q40,A072__recompress_q40.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A072,crop_10pct,A072__crop_10pct.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A072,resize_640,A072__resize_640.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A072,screenshot_sim,A072__screenshot_sim.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A072,platform_strip,A072__platform_strip.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A073,original,A073__original.jpg,signed_edit_declared,northcam,1,1,0,0,0,0,credential_valid_edits_disclosed
A073,recompress_q40,A073__recompress_q40.jpg,signed_edit_declared,northcam,1,0,0,0,0,0,credential_valid_edits_disclosed
A073,crop_10pct,A073__crop_10pct.jpg,signed_edit_declared,northcam,1,0,24,0,0,0,credential_valid_edits_disclosed
A073,resize_640,A073__resize_640.jpg,signed_edit_declared,northcam,1,0,0,0,0,0,credential_valid_edits_disclosed
A073,screenshot_sim,A073__screenshot_sim.jpg,signed_edit_declared,northcam,1,0,14,0,0,0,credential_valid_edits_disclosed
A073,platform_strip,A073__platform_strip.jpg,signed_edit_declared,northcam,1,0,0,0,0,0,credential_valid_edits_disclosed
A074,original,A074__original.jpg,signed_untrusted_issuer,ghostsign,0,1,0,0,0,0,signature_valid_issuer_not_trusted
A074,recompress_q40,A074__recompress_q40.jpg,signed_untrusted_issuer,ghostsign,0,0,0,0,0,0,signature_valid_issuer_not_trusted
A074,crop_10pct,A074__crop_10pct.jpg,signed_untrusted_issuer,ghostsign,0,0,24,0,0,0,signature_valid_issuer_not_trusted
A074,resize_640,A074__resize_640.jpg,signed_untrusted_issuer,ghostsign,0,0,0,0,0,0,signature_valid_issuer_not_trusted
A074,screenshot_sim,A074__screenshot_sim.jpg,signed_untrusted_issuer,ghostsign,0,0,12,0,0,0,signature_valid_issuer_not_trusted
A074,platform_strip,A074__platform_strip.jpg,signed_untrusted_issuer,ghostsign,0,0,0,0,0,0,signature_valid_issuer_not_trusted
A075,original,A075__original.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A075,recompress_q40,A075__recompress_q40.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A075,crop_10pct,A075__crop_10pct.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A075,resize_640,A075__resize_640.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A075,screenshot_sim,A075__screenshot_sim.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A075,platform_strip,A075__platform_strip.jpg,unsigned_authentic,,0,0,,0,0,0,no_credential_no_inference_possible
A076,original,A076__original.jpg,signed_tampered_undeclared,northcam,1,0,18,1,0,0,credential_broken_content_altered
A076,recompress_q40,A076__recompress_q40.jpg,signed_tampered_undeclared,northcam,1,0,18,1,0,0,credential_broken_content_altered
A076,crop_10pct,A076__crop_10pct.jpg,signed_tampered_undeclared,northcam,1,0,30,1,0,0,credential_broken_content_altered
A076,resize_640,A076__resize_640.jpg,signed_tampered_undeclared,northcam,1,0,18,1,0,0,credential_broken_content_altered
A076,screenshot_sim,A076__screenshot_sim.jpg,signed_tampered_undeclared,northcam,1,0,16,1,0,0,credential_broken_content_altered
A076,platform_strip,A076__platform_strip.jpg,signed_tampered_undeclared,northcam,1,0,18,1,0,0,credential_broken_content_altered
A077,original,A077__original.jpg,signed_edit_declared,northcam,1,1,0,0,0,0,credential_valid_edits_disclosed
A077,recompress_q40,A077__recompress_q40.jpg,signed_edit_declared,northcam,1,0,0,0,0,0,credential_valid_edits_disclosed
A077,crop_10pct,A077__crop_10pct.jpg,signed_edit_declared,northcam,1,0,28,0,0,0,credential_valid_edits_disclosed
A077,resize_640,A077__resize_640.jpg,signed_edit_declared,northcam,1,0,0,0,0,0,credential_valid_edits_disclosed
A077,screenshot_sim,A077__screenshot_sim.jpg,signed_edit_declared,northcam,1,0,14,0,0,0,credential_valid_edits_disclosed
A077,platform_strip,A077__platform_strip.jpg,signed_edit_declared,northcam,1,0,0,0,0,0,credential_valid_edits_disclosed
